2015-08-14 12:55:41,967	#	 100	#	17799102	#	#	#	
2015-08-14 12:55:42,032	#	#	#	17799102	#	#	#	
2015-08-14 12:55:42,032	#	#	#	17799102	#	#	#	
2015-08-14 12:55:42,033	#	#	#	17799102	#	#	#	
2015-08-14 12:55:42,989	#	#	#	17799103	#	#	#	
2015-08-14 12:55:42,989	#	#	#	 17799103	#	#	#	
2015-08-14 12:55:42,994	#	#	#	17799103	#	#	#	
2015-08-14 12:55:42,995	#	#	#	17799103	#	#	#	
2015-08-14 12:55:44,562	#	#	#	17798872	197901347	#	#	
2015-08-14 12:55:44,564	#	#	#	17798872	#	#	#	
2015-08-14 12:55:51,829	#	#	#	17799076	14210969	#	#	
2015-08-14 12:55:51,829	#	#	110	17799076	#	#	#	
2015-08-14 12:55:51,831	#	#	#	17799076	#	116.227.129.54	114.80.198.136	
2015-08-14 12:55:51,833	#	#	#	17799076	#	116.227.129.54	114.80.198.136	
2015-08-14 12:55:51,834	#	#	#	17799076	#	#	#	
2015-08-14 12:55:51,836	#	#	#	17799076	#	116.227.129.54	114.80.198.136	
2015-08-14 12:55:51,973	#	#	#	17799076	#	#	#	
2015-08-14 12:55:51,973	#	#	#	17799076	#	#	#	
2015-08-14 12:55:51,973	#	#	#	17799076	#	#	#	
2015-08-14 12:55:55,491	#	#	#	17799043	23972873	#	#	
2015-08-14 12:55:55,491	#	#	110	17799043	#	#	#	
2015-08-14 12:55:55,494	#	#	#	17799043	#	123.125.96.216	118.26.58.26	
2015-08-14 12:55:55,497	#	#	#	17799043	#	123.125.96.216	118.26.58.26	
2015-08-14 12:55:55,499	#	#	#	17799043	#	#	#	
2015-08-14 12:55:55,501	#	#	#	17799043	#	123.125.96.216	118.26.58.26	
2015-08-14 12:55:55,610	#	#	#	17799043	#	#	#	
2015-08-14 12:55:55,611	#	#	#	17799043	#	#	#	
2015-08-14 12:55:55,611	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,422	#	#	#	220	#	#	#	
2015-08-14 12:55:59,428	#	#	#	220	#	#	#	
2015-08-14 12:55:59,434	#	#	#	17799113	#	220.181.153.135	220.181.155.219	
2015-08-14 12:55:59,434	#	#	#	17799113	#	220.181.153.135	220.181.155.219	
2015-08-14 12:55:59,434	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,434	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,439	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,583	#	#	#	17799043	23972873	#	#	
2015-08-14 12:55:59,583	#	#	200	17799043	#	#	#	
2015-08-14 12:55:59,585	#	#	#	17799043	#	123.125.96.216	118.26.58.26	
2015-08-14 12:55:59,588	#	#	#	17799043	#	123.125.96.216	118.26.58.26	
2015-08-14 12:55:59,596	#	#	#	17799043	#	59.148.154.150	118.26.58.26	
2015-08-14 12:55:59,596	#	#	#	17799043	#	59.148.154.150	118.26.58.26	
2015-08-14 12:55:59,597	#	#	#	 17799043	#	#	#	
2015-08-14 12:55:59,598	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,599	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,623	#	#	#	 17799043	#	#	#	
2015-08-14 12:55:59,623	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,623	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,624	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,624	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,635	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,635	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,635	#	#	#	 17799113	#	#	#	
2015-08-14 12:55:59,707	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,707	#	#	#	17799113	0	#	#	
2015-08-14 12:55:59,708	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,708	#	#	#	17799113	#	#	#	
2015-08-14 12:55:59,740	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,740	#	#	#	17799043	#	#	#	
2015-08-14 12:55:59,740	#	#	#	17799043	#	#	#	
2015-08-14 12:56:02,360	#	#	#	17799033	1726627922	#	#	
2015-08-14 12:56:02,360	#	#	110	17799033	#	#	#	
2015-08-14 12:56:02,363	#	#	#	17799033	#	121.43.229.25	118.26.58.28	
2015-08-14 12:56:02,366	#	#	#	17799033	#	121.43.229.25	118.26.58.28	
2015-08-14 12:56:02,378	#	#	#	17799033	#	#	#	
2015-08-14 12:56:02,381	#	#	#	17799033	#	121.43.229.25	118.26.58.28	
2015-08-14 12:56:02,557	#	#	#	17799033	#	#	#	
2015-08-14 12:56:02,557	#	#	#	17799033	#	#	#	
2015-08-14 12:56:02,558	#	#	#	17799033	#	#	#	
2015-08-14 12:56:07,372	#	#	#	17794713	829749928	#	#	
2015-08-14 12:56:07,373	#	#	#	17794713	#	#	#	
2015-08-14 12:56:07,980	#	#	#	17794713	#	#	#	
2015-08-14 12:56:08,240	#	#	#	17794713	#	#	#	
2015-08-14 12:56:10,601	#	#	#	17799117	80764854	#	#	
2015-08-14 12:56:10,601	#	#	110	17799117	#	#	#	
2015-08-14 12:56:10,604	#	#	#	17799117	#	220.181.153.135	220.181.155.219	
2015-08-14 12:56:10,607	#	#	#	17799117	#	220.181.153.135	220.181.155.219	
2015-08-14 12:56:10,608	#	#	#	17799117	#	#	#	
2015-08-14 12:56:10,610	#	#	#	17799117	#	220.181.153.135	220.181.155.219	
2015-08-14 12:56:10,752	#	#	#	17799117	#	#	#	
2015-08-14 12:56:10,752	#	#	#	17799117	#	#	#	
2015-08-14 12:56:10,752	#	#	#	17799117	#	#	#	
2015-08-14 12:56:18,196	#	#	#	17799120	0	#	#	
2015-08-14 12:56:18,196	#	#	100	17799120	#	#	#	
2015-08-14 12:56:18,199	#	#	#	17799120	#	10.130.208.97	118.26.58.28	
2015-08-14 12:56:18,201	#	#	#	17799120	#	10.130.208.97	118.26.58.28	
2015-08-14 12:56:18,206	#	#	#	17799120	#	10.130.208.97	118.26.58.28	
2015-08-14 12:56:18,271	#	 100	#	17799120	#	#	#	
2015-08-14 12:56:18,328	#	#	#	17799120	#	#	#	
2015-08-14 12:56:18,328	#	#	#	17799120	#	#	#	
2015-08-14 12:56:18,328	#	#	#	17799120	#	#	#	
2015-08-14 12:56:23,658	#	#	#	17799124	0	#	#	
2015-08-14 12:56:23,658	#	#	100	17799124	#	#	#	
2015-08-14 12:56:23,661	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:23,664	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:23,668	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:23,695	#	 100	#	17799124	#	#	#	
2015-08-14 12:56:23,755	#	#	#	17799124	#	#	#	
2015-08-14 12:56:23,755	#	#	#	17799124	#	#	#	
2015-08-14 12:56:23,755	#	#	#	17799124	#	#	#	
2015-08-14 12:56:30,641	#	#	#	17799124	6706201	#	#	
2015-08-14 12:56:30,641	#	#	110	17799124	#	#	#	
2015-08-14 12:56:30,643	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:30,646	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:30,647	#	#	#	17799124	#	#	#	
2015-08-14 12:56:30,649	#	#	#	17799124	#	120.27.40.249	115.238.137.191	
2015-08-14 12:56:30,784	#	#	#	17799124	#	#	#	
2015-08-14 12:56:30,784	#	#	#	17799124	#	#	#	
2015-08-14 12:56:30,784	#	#	#	17799124	#	#	#	
2015-08-14 12:56:40,862	#	#	#	17799126	0	#	#	
2015-08-14 12:56:40,862	#	#	101	17799126	#	#	#	
2015-08-14 12:56:40,864	#	#	#	17799126	#	10.180.155.17	118.26.58.28	
2015-08-14 12:56:40,867	#	#	#	17799126	#	10.180.155.17	118.26.58.28	
2015-08-14 12:56:40,872	#	#	#	17799126	#	10.180.155.17	118.26.58.28	
2015-08-14 12:56:40,941	#	 101	#	17799126	#	#	#	
2015-08-14 12:56:41,015	#	#	#	17799126	#	#	#	
2015-08-14 12:56:41,015	#	#	#	17799126	#	#	#	
2015-08-14 12:56:41,015	#	#	#	17799126	#	#	#	
2015-08-14 12:56:41,836	#	#	#	220	#	#	#	
2015-08-14 12:56:41,846	#	#	#	220	#	#	#	
2015-08-14 12:56:41,847	#	#	#	220	#	#	#	
2015-08-14 12:56:41,851	#	#	#	220	#	#	#	
2015-08-14 12:56:41,856	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:41,856	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:41,856	#	#	#	17799131	#	#	#	
2015-08-14 12:56:41,856	#	#	#	17799131	#	#	#	
2015-08-14 12:56:41,858	#	#	#	17799133	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:41,858	#	#	#	17799133	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:41,858	#	#	#	17799133	#	#	#	
2015-08-14 12:56:41,858	#	#	#	17799133	#	#	#	
2015-08-14 12:56:41,862	#	#	#	17799131	#	#	#	
2015-08-14 12:56:41,862	#	#	#	17799133	#	#	#	
2015-08-14 12:56:41,939	#	#	#	17799133	#	#	#	
2015-08-14 12:56:41,939	#	#	#	17799133	#	#	#	
2015-08-14 12:56:41,939	#	#	#	 17799133	#	#	#	
2015-08-14 12:56:41,940	#	#	#	17799131	#	#	#	
2015-08-14 12:56:41,940	#	#	#	17799131	#	#	#	
2015-08-14 12:56:41,940	#	#	#	 17799131	#	#	#	
2015-08-14 12:56:42,024	#	#	#	17799133	#	#	#	
2015-08-14 12:56:42,024	#	#	#	17799133	0	#	#	
2015-08-14 12:56:42,024	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,025	#	#	#	17799131	0	#	#	
2015-08-14 12:56:42,025	#	#	#	17799133	#	#	#	
2015-08-14 12:56:42,025	#	#	#	17799133	#	#	#	
2015-08-14 12:56:42,026	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,026	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,064	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,088	#	#	#	17799131	0	#	#	
2015-08-14 12:56:42,088	#	#	100	17799131	#	#	#	
2015-08-14 12:56:42,090	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:42,093	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:42,096	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:42,097	#	 100	#	17799131	#	#	#	
2015-08-14 12:56:42,182	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,182	#	#	#	17799131	#	#	#	
2015-08-14 12:56:42,182	#	#	#	17799131	#	#	#	
2015-08-14 12:56:43,310	#	#	#	17799135	#	#	#	
2015-08-14 12:56:43,310	#	#	#	 17799135	#	#	#	
2015-08-14 12:56:43,313	#	#	#	17799135	#	#	#	
2015-08-14 12:56:43,314	#	#	#	17799135	#	#	#	
2015-08-14 12:56:43,951	#	#	#	17799133	#	#	#	
2015-08-14 12:56:43,951	#	#	#	 17799133	#	#	#	
2015-08-14 12:56:43,954	#	#	#	17799133	#	#	#	
2015-08-14 12:56:43,955	#	#	#	17799133	#	#	#	
2015-08-14 12:56:44,311	#	#	#	17798964	104381168	#	#	
2015-08-14 12:56:44,311	#	#	110	17798964	#	#	#	
2015-08-14 12:56:44,314	#	#	#	17798964	#	220.181.153.135	220.181.153.176	
2015-08-14 12:56:44,316	#	#	#	17798964	#	220.181.153.135	220.181.153.176	
2015-08-14 12:56:44,321	#	#	#	17798964	#	#	#	
2015-08-14 12:56:44,324	#	#	#	17798964	#	220.181.153.135	220.181.153.176	
2015-08-14 12:56:44,399	#	#	#	17798964	#	#	#	
2015-08-14 12:56:44,399	#	#	#	17798964	#	#	#	
2015-08-14 12:56:44,399	#	#	#	17798964	#	#	#	
2015-08-14 12:56:45,227	#	#	#	17798964	#	#	#	
2015-08-14 12:56:45,227	#	#	#	 17798964	#	#	#	
2015-08-14 12:56:45,231	#	#	#	17798964	#	#	#	
2015-08-14 12:56:45,232	#	#	#	17798964	#	#	#	
2015-08-14 12:56:49,578	#	#	#	17799134	24889884	#	#	
2015-08-14 12:56:49,578	#	#	200	17799134	#	#	#	
2015-08-14 12:56:49,580	#	#	#	17799134	#	220.181.155.199	220.181.153.176	
2015-08-14 12:56:49,582	#	#	#	17799134	#	220.181.155.199	220.181.153.176	
2015-08-14 12:56:49,588	#	#	#	17799134	#	220.181.155.199	220.181.153.176	
2015-08-14 12:56:49,588	#	#	#	17799134	#	220.181.155.199	220.181.153.176	
2015-08-14 12:56:49,589	#	#	#	 17799134	#	#	#	
2015-08-14 12:56:49,591	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,592	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,871	#	#	#	 17799134	#	#	#	
2015-08-14 12:56:49,871	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,912	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,912	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,912	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,998	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,998	#	#	#	17799134	#	#	#	
2015-08-14 12:56:49,998	#	#	#	17799134	#	#	#	
2015-08-14 12:56:52,685	#	#	#	17799131	47034216	#	#	
2015-08-14 12:56:52,685	#	#	200	17799131	#	#	#	
2015-08-14 12:56:52,688	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:52,690	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:52,697	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:52,697	#	#	#	17799131	#	220.181.155.199	220.181.155.219	
2015-08-14 12:56:52,698	#	#	#	 17799131	#	#	#	
2015-08-14 12:56:52,700	#	#	#	17799131	#	#	#	
2015-08-14 12:56:52,701	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,013	#	#	#	 17799131	#	#	#	
2015-08-14 12:56:53,013	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,053	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,053	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,054	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,103	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,104	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,104	#	#	#	17799131	#	#	#	
2015-08-14 12:56:53,279	#	#	#	17794713	#	#	#	
2015-08-14 12:56:53,561	#	#	#	17794713	#	#	#	
2015-08-14 12:56:56,777	#	#	#	17799128	703801348	#	#	
2015-08-14 12:56:56,777	#	#	200	17799128	#	#	#	
2015-08-14 12:56:56,779	#	#	#	17799128	#	10.58.120.65	118.26.58.28	
2015-08-14 12:56:56,781	#	#	#	17799128	#	10.58.120.65	118.26.58.28	
2015-08-14 12:56:56,789	#	#	#	17799128	#	10.58.120.65	118.26.58.28	
2015-08-14 12:56:56,789	#	#	#	17799128	#	10.58.120.65	118.26.58.28	
2015-08-14 12:56:56,790	#	#	#	 17799128	#	#	#	
2015-08-14 12:56:56,793	#	#	#	17799128	#	#	#	
2015-08-14 12:56:56,794	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,073	#	#	#	 17799128	#	#	#	
2015-08-14 12:56:57,073	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,115	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,115	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,115	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,165	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,165	#	#	#	17799128	#	#	#	
2015-08-14 12:56:57,165	#	#	#	17799128	#	#	#	
2015-08-14 12:57:02,562	#	#	#	17799142	0	#	#	
2015-08-14 12:57:02,562	#	#	100	17799142	#	#	#	
2015-08-14 12:57:02,564	#	#	#	17799142	#	114.111.166.41	221.204.206.98	
2015-08-14 12:57:02,567	#	#	#	17799142	#	114.111.166.41	221.204.206.98	
2015-08-14 12:57:02,570	#	#	#	17799142	#	114.111.166.41	221.204.206.98	
2015-08-14 12:57:02,640	#	 100	#	17799142	#	#	#	
2015-08-14 12:57:02,721	#	#	#	17799142	#	#	#	
2015-08-14 12:57:02,721	#	#	#	17799142	#	#	#	
2015-08-14 12:57:02,721	#	#	#	17799142	#	#	#	
2015-08-14 12:57:06,454	#	#	#	17799145	0	#	#	
2015-08-14 12:57:06,454	#	#	100	17799145	#	#	#	
2015-08-14 12:57:06,456	#	#	#	17799145	#	106.114.29.245	115.238.137.190	
2015-08-14 12:57:06,458	#	#	#	17799145	#	106.114.29.245	115.238.137.190	
2015-08-14 12:57:06,462	#	#	#	17799145	#	106.114.29.245	115.238.137.190	
2015-08-14 12:57:06,487	#	 100	#	17799145	#	#	#	
2015-08-14 12:57:06,533	#	#	#	17799145	#	#	#	
2015-08-14 12:57:06,533	#	#	#	17799145	#	#	#	
2015-08-14 12:57:06,534	#	#	#	17799145	#	#	#	
2015-08-14 12:57:10,449	#	#	#	220	#	#	#	
2015-08-14 12:57:10,454	#	#	#	220	#	#	#	
2015-08-14 12:57:10,460	#	#	#	17799150	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:10,460	#	#	#	17799150	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:10,460	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,460	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,464	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,514	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,514	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,515	#	#	#	 17799150	#	#	#	
2015-08-14 12:57:10,579	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,580	#	#	#	17799150	0	#	#	
2015-08-14 12:57:10,581	#	#	#	17799150	#	#	#	
2015-08-14 12:57:10,581	#	#	#	17799150	#	#	#	
2015-08-14 12:57:11,892	#	#	#	17798872	197901347	#	#	
2015-08-14 12:57:11,893	#	#	#	17798872	#	#	#	
2015-08-14 12:57:13,675	#	#	#	17799150	#	#	#	
2015-08-14 12:57:13,675	#	#	#	 17799150	#	#	#	
2015-08-14 12:57:13,678	#	#	#	17799150	#	#	#	
2015-08-14 12:57:13,679	#	#	#	17799150	#	#	#	
2015-08-14 12:57:16,921	#	#	#	17799147	0	#	#	
2015-08-14 12:57:16,921	#	#	100	17799147	#	#	#	
2015-08-14 12:57:16,923	#	#	#	17799147	#	220.181.153.72	220.181.155.219	
2015-08-14 12:57:16,925	#	#	#	17799147	#	220.181.153.72	220.181.155.219	
2015-08-14 12:57:16,930	#	#	#	17799147	#	220.181.153.72	220.181.155.219	
2015-08-14 12:57:16,930	#	 100	#	17799147	#	#	#	
2015-08-14 12:57:16,994	#	#	#	17799147	#	#	#	
2015-08-14 12:57:16,994	#	#	#	17799147	#	#	#	
2015-08-14 12:57:16,994	#	#	#	17799147	#	#	#	
2015-08-14 12:57:17,664	#	#	#	17799147	#	#	#	
2015-08-14 12:57:17,664	#	#	#	 17799147	#	#	#	
2015-08-14 12:57:17,669	#	#	#	17799147	#	#	#	
2015-08-14 12:57:17,671	#	#	#	17799147	#	#	#	
2015-08-14 12:57:22,592	#	#	#	17794662	740361695	#	#	
2015-08-14 12:57:22,595	#	#	#	17794662	#	#	#	
2015-08-14 12:57:25,654	#	#	#	17799141	642267140	#	#	
2015-08-14 12:57:25,654	#	#	110	17799141	#	#	#	
2015-08-14 12:57:25,657	#	#	#	17799141	#	10.58.120.65	118.26.58.26	
2015-08-14 12:57:25,660	#	#	#	17799141	#	10.58.120.65	118.26.58.26	
2015-08-14 12:57:25,661	#	#	#	17799141	#	#	#	
2015-08-14 12:57:25,664	#	#	#	17799141	#	10.58.120.65	118.26.58.26	
2015-08-14 12:57:25,741	#	#	#	17799141	#	#	#	
2015-08-14 12:57:25,741	#	#	#	17799141	#	#	#	
2015-08-14 12:57:25,741	#	#	#	17799141	#	#	#	
2015-08-14 12:57:30,133	#	#	#	17797225	0	#	#	
2015-08-14 12:57:30,134	#	#	#	17797225	#	#	#	
2015-08-14 12:57:35,200	#	#	#	17794713	#	#	#	
2015-08-14 12:57:35,375	#	#	#	17794713	0	#	#	
2015-08-14 12:57:35,377	#	#	#	17794713	#	#	#	
2015-08-14 12:57:35,463	#	#	#	17794713	#	#	#	
2015-08-14 12:57:37,620	#	#	#	17799161	#	#	#	
2015-08-14 12:57:37,620	#	#	#	 17799161	#	#	#	
2015-08-14 12:57:37,624	#	#	#	17799161	#	#	#	
2015-08-14 12:57:37,626	#	#	#	17799161	#	#	#	
2015-08-14 12:57:37,738	#	#	#	17797940	0	#	#	
2015-08-14 12:57:37,739	#	#	#	17797940	#	#	#	
2015-08-14 12:57:41,370	#	#	#	220	#	#	#	
2015-08-14 12:57:41,376	#	#	#	220	#	#	#	
2015-08-14 12:57:41,378	#	#	#	220	#	#	#	
2015-08-14 12:57:41,381	#	#	#	220	#	#	#	
2015-08-14 12:57:41,384	#	#	#	17799162	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:41,385	#	#	#	17799162	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:41,385	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,385	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,388	#	#	#	17799165	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:41,388	#	#	#	17799165	#	220.181.155.199	220.181.155.219	
2015-08-14 12:57:41,388	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,389	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,390	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,394	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,482	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,482	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,483	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,483	#	#	#	 17799162	#	#	#	
2015-08-14 12:57:41,483	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,483	#	#	#	 17799165	#	#	#	
2015-08-14 12:57:41,563	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,563	#	#	#	17799165	0	#	#	
2015-08-14 12:57:41,563	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,563	#	#	#	17799162	0	#	#	
2015-08-14 12:57:41,564	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,564	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,564	#	#	#	17799162	#	#	#	
2015-08-14 12:57:41,564	#	#	#	17799165	#	#	#	
2015-08-14 12:57:41,612	#	#	#	17799166	0	#	#	
2015-08-14 12:57:41,612	#	#	100	17799166	#	#	#	
2015-08-14 12:57:41,614	#	#	#	17799166	#	220.181.155.199	220.181.153.176	
2015-08-14 12:57:41,616	#	#	#	17799166	#	220.181.155.199	220.181.153.176	
2015-08-14 12:57:41,620	#	#	#	17799166	#	220.181.155.199	220.181.153.176	
2015-08-14 12:57:41,620	#	 100	#	17799166	#	#	#	
2015-08-14 12:57:41,703	#	#	#	17799166	#	#	#	
2015-08-14 12:57:41,703	#	#	#	17799166	#	#	#	
2015-08-14 12:57:41,703	#	#	#	17799166	#	#	#	
2015-08-14 12:57:42,326	#	#	#	17799155	0	#	#	
2015-08-14 12:57:42,326	#	#	100	17799155	#	#	#	
2015-08-14 12:57:42,328	#	#	#	17799155	#	172.22.130.44	118.26.58.28	
2015-08-14 12:57:42,331	#	#	#	17799155	#	172.22.130.44	118.26.58.28	
2015-08-14 12:57:42,336	#	#	#	17799155	#	172.22.130.44	118.26.58.28	
2015-08-14 12:57:42,401	#	 100	#	17799155	#	#	#	
2015-08-14 12:57:42,448	#	#	#	17799155	#	#	#	
2015-08-14 12:57:42,448	#	#	#	17799155	#	#	#	
2015-08-14 12:57:42,448	#	#	#	17799155	#	#	#	
2015-08-14 12:57:42,507	#	#	#	17799164	#	#	#	
2015-08-14 12:57:42,507	#	#	#	 17799164	#	#	#	
